
[92m06-29 02:06:05[0m {'accum_steps': 8, 'att_fuse': True, 'backbone': 'PoseMamba', 'batch_size': 4, 'checkpoint_frequency': 30, 'clip_len': 243, 'data_root': 'data/motion3d/MB3D_f243s81/', 'data_stride': 81, 'depth': 10, 'dim_feat': 64, 'dropout': 0.0, 'dt_file': 'h36m_sh_conf_cam_source_final.pkl', 'epochs': 24, 'finetune': False, 'flip': True, 'grad_clip_norm': 1.0, 'gt_2d': False, 'input_channels': 2, 'lambda_3d': 1.0, 'lambda_3d_velocity': 20.0, 'lambda_3dw': 0.0, 'lambda_a': 0.0, 'lambda_av': 0.0, 'lambda_diff': 0.5, 'lambda_lg': 0.0, 'lambda_lv': 0.0, 'lambda_scale': 0.5, 'learning_rate': 0.0002, 'lr_decay': 0.99, 'lr_scheduler': 'cosine', 'mask_T_ratio': 0.0, 'mask_ratio': 0.0, 'maxlen': 243, 'mlp_ratio': 2, 'no_conf': True, 'no_eval': False, 'noise': False, 'num_joints': 17, 'partial_train': None, 'rootrel': True, 'sample_stride': 1, 'subset_list': ['H36M-SH'], 'synthetic': False, 'train_2d': False, 'use_hypergcn': True, 'warmup_epochs': 5, 'weight_decay': 0.01, 'name': '_run_config'}
[92m06-29 02:06:05[0m Number of GPUs found:1
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /home/ubuntu/.netrc.
wandb: Currently logged in as: msds24068 (msds24068-itu-lahore) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.28.0
wandb: Run data is saved locally in /home/ubuntu/experiments/wandb/run-20260629_020606-kopd4s1b
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run B1_hypergcn_2026_06_29_T_10_06_05
wandb: ⭐️ View project at https://wandb.ai/msds24068-itu-lahore/Thesis_expe
wandb: 🚀 View run at https://wandb.ai/msds24068-itu-lahore/Thesis_expe/runs/kopd4s1b
wandb: WARNING Symlinked 1 file into the W&B run directory; call wandb.save again to sync new files.
[92m06-29 02:06:06[0m Wandb initialized: B1_hypergcn_2026_06_29_T_10_06_05
[92m06-29 02:06:06[0m Loading dataset...
[92m06-29 02:06:07[0m INFO: Trainable parameter count:1478473
[92m06-29 02:06:07[0m INFO: Training on 3518(3D) batches
[92m06-29 02:06:07[0m Gradient accumulation steps: 8, effective batch size: 32
358it [01:47,  3.30it/s]
359it [01:48,  3.29it/s]
360it [01:48,  3.27it/s]
361it [01:48,  3.44it/s]
362it [01:49,  3.28it/s]
363it [01:49,  3.30it/s]
364it [01:49,  3.31it/s]
365it [01:49,  3.32it/s]
366it [01:50,  3.32it/s]
367it [01:50,  3.33it/s]
368it [01:50,  3.30it/s]
369it [01:51,  3.47it/s]
370it [01:51,  3.30it/s]
371it [01:51,  3.31it/s]
372it [01:52,  3.32it/s]
373it [01:52,  3.32it/s]
374it [01:52,  3.32it/s]
375it [01:52,  3.33it/s]
376it [01:53,  3.31it/s]
377it [01:53,  3.46it/s]
378it [01:53,  3.29it/s]
379it [01:54,  3.28it/s]
380it [01:54,  3.27it/s]
381it [01:54,  3.28it/s]
382it [01:55,  3.30it/s]
383it [01:55,  3.31it/s]
384it [01:55,  3.29it/s]
385it [01:55,  3.46it/s]
386it [01:56,  3.29it/s]
387it [01:56,  3.30it/s]
388it [01:56,  3.30it/s]
389it [01:57,  3.29it/s]
390it [01:57,  3.28it/s]
391it [01:57,  3.29it/s]
392it [01:58,  3.27it/s]
393it [01:58,  3.41it/s]
394it [01:58,  3.26it/s]
395it [01:58,  3.26it/s]
396it [01:59,  3.28it/s]
397it [01:59,  3.29it/s]
398it [01:59,  3.30it/s]
399it [02:00,  3.28it/s]
400it [02:00,  3.25it/s]
401it [02:00,  3.42it/s]
402it [02:01,  3.27it/s]
403it [02:01,  3.29it/s]
404it [02:01,  3.29it/s]
405it [02:02,  3.28it/s]
406it [02:02,  3.27it/s]
407it [02:02,  3.28it/s]
408it [02:02,  3.25it/s]
409it [02:03,  3.39it/s]
410it [02:03,  3.25it/s]
411it [02:03,  3.26it/s]
412it [02:04,  3.26it/s]
413it [02:04,  3.25it/s]
414it [02:04,  3.27it/s]
415it [02:05,  3.26it/s]
416it [02:05,  3.24it/s]
417it [02:05,  3.40it/s]
418it [02:05,  3.27it/s]
419it [02:06,  3.28it/s]
420it [02:06,  3.29it/s]
421it [02:06,  3.27it/s]
422it [02:07,  3.26it/s]
423it [02:07,  3.26it/s]
424it [02:07,  3.25it/s]
425it [02:08,  3.39it/s]
426it [02:08,  3.23it/s]
427it [02:08,  3.24it/s]
428it [02:09,  3.25it/s]
429it [02:09,  3.24it/s]
430it [02:09,  3.24it/s]
431it [02:09,  3.25it/s]
432it [02:10,  3.23it/s]
433it [02:10,  3.39it/s]
434it [02:10,  3.23it/s]
435it [02:11,  3.22it/s]
436it [02:11,  3.23it/s]
437it [02:11,  3.22it/s]
438it [02:12,  3.22it/s]
439it [02:12,  3.22it/s]
440it [02:12,  3.21it/s]
441it [02:13,  3.36it/s]
442it [02:13,  3.20it/s]
443it [02:13,  3.20it/s]
444it [02:13,  3.21it/s]
445it [02:14,  3.21it/s]
446it [02:14,  3.22it/s]
447it [02:14,  3.22it/s]
448it [02:15,  3.20it/s]
449it [02:15,  3.35it/s]
450it [02:15,  3.20it/s]
451it [02:16,  3.20it/s]
452it [02:16,  3.21it/s]
453it [02:16,  3.21it/s]
454it [02:17,  3.22it/s]
455it [02:17,  3.22it/s]
456it [02:17,  3.21it/s]
457it [02:17,  3.35it/s]
458it [02:18,  3.20it/s]
459it [02:18,  3.20it/s]
460it [02:18,  3.21it/s]
461it [02:19,  3.21it/s]
462it [02:19,  3.22it/s]
463it [02:19,  3.22it/s]
464it [02:20,  3.20it/s]
465it [02:20,  3.35it/s]
466it [02:20,  3.20it/s]
467it [02:21,  3.21it/s]
468it [02:21,  3.20it/s]
469it [02:21,  3.22it/s]
470it [02:22,  3.22it/s]
471it [02:22,  3.22it/s]
472it [02:22,  3.21it/s]
473it [02:22,  3.35it/s]
474it [02:23,  3.19it/s]
475it [02:23,  3.20it/s]
476it [02:23,  3.21it/s]
477it [02:24,  3.22it/s]
478it [02:24,  3.20it/s]
479it [02:24,  3.21it/s]
480it [02:25,  3.18it/s]
481it [02:25,  3.33it/s]
482it [02:25,  3.18it/s]
483it [02:26,  3.20it/s]
484it [02:26,  3.20it/s]
485it [02:26,  3.21it/s]
486it [02:26,  3.22it/s]
487it [02:27,  3.21it/s]
488it [02:27,  3.18it/s]
489it [02:27,  3.33it/s]
490it [02:28,  3.18it/s]
491it [02:28,  3.18it/s]
492it [02:28,  3.19it/s]
493it [02:29,  3.20it/s]
494it [02:29,  3.19it/s]
495it [02:29,  3.20it/s]
496it [02:30,  3.18it/s]
497it [02:30,  3.33it/s]
498it [02:30,  3.16it/s]
499it [02:31,  3.17it/s]
500it [02:31,  3.19it/s]
501it [02:31,  3.19it/s]
502it [02:31,  3.19it/s]
503it [02:32,  3.19it/s]
504it [02:32,  3.17it/s]
505it [02:32,  3.32it/s]
506it [02:33,  3.17it/s]
507it [02:33,  3.18it/s]
508it [02:33,  3.18it/s]
509it [02:34,  3.17it/s]
510it [02:34,  3.19it/s]
511it [02:34,  3.18it/s]
512it [02:35,  3.16it/s]
513it [02:35,  3.30it/s]
514it [02:35,  3.15it/s]
515it [02:36,  3.16it/s]
516it [02:36,  3.17it/s]
517it [02:36,  3.17it/s]
518it [02:37,  3.17it/s]
519it [02:37,  3.17it/s]
520it [02:37,  3.15it/s]
521it [02:37,  3.30it/s]
522it [02:38,  3.15it/s]
523it [02:38,  3.15it/s]
524it [02:38,  3.15it/s]
525it [02:39,  3.17it/s]
526it [02:39,  3.18it/s]
527it [02:39,  3.19it/s]
528it [02:40,  3.16it/s]
529it [02:40,  3.30it/s]
530it [02:40,  3.15it/s]
531it [02:41,  3.16it/s]
532it [02:41,  3.16it/s]
533it [02:41,  3.16it/s]
534it [02:42,  3.16it/s]
535it [02:42,  3.16it/s]
536it [02:42,  3.14it/s]
537it [02:42,  3.28it/s]
538it [02:43,  3.13it/s]
539it [02:43,  3.15it/s]
540it [02:43,  3.15it/s]
541it [02:44,  3.15it/s]
542it [02:44,  3.15it/s]
543it [02:44,  3.15it/s]
544it [02:45,  3.13it/s]
545it [02:45,  3.29it/s]
546it [02:45,  3.13it/s]
547it [02:46,  3.15it/s]
548it [02:46,  3.15it/s]
549it [02:46,  3.14it/s]
550it [02:47,  3.15it/s]
551it [02:47,  3.16it/s]
552it [02:47,  3.14it/s]
553it [02:48,  3.32it/s]
554it [02:48,  3.15it/s]
555it [02:48,  3.15it/s]
556it [02:49,  3.15it/s]
557it [02:49,  3.15it/s]
558it [02:49,  3.15it/s]
559it [02:49,  3.14it/s]
560it [02:50,  3.13it/s]
561it [02:50,  3.28it/s]
562it [02:50,  3.12it/s]
563it [02:51,  3.12it/s]
564it [02:51,  3.13it/s]
565it [02:51,  3.13it/s]
566it [02:52,  3.14it/s]
567it [02:52,  3.14it/s]
568it [02:52,  3.12it/s]
569it [02:53,  3.27it/s]
570it [02:53,  3.11it/s]
571it [02:53,  3.13it/s]
572it [02:54,  3.14it/s]
573it [02:54,  3.14it/s]
574it [02:54,  3.14it/s]
575it [02:55,  3.14it/s]
576it [02:55,  3.12it/s]
577it [02:55,  3.27it/s]
578it [02:56,  3.11it/s]
579it [02:56,  3.11it/s]
580it [02:56,  3.12it/s]
581it [02:56,  3.13it/s]
582it [02:57,  3.14it/s]
583it [02:57,  3.14it/s]
584it [02:57,  3.11it/s]
585it [02:58,  3.26it/s]
586it [02:58,  3.11it/s]
587it [02:58,  3.12it/s]
588it [02:59,  3.12it/s]
589it [02:59,  3.12it/s]
590it [02:59,  3.12it/s]
591it [03:00,  3.12it/s]
592it [03:00,  3.10it/s]
593it [03:00,  3.25it/s]
594it [03:01,  3.09it/s]
595it [03:01,  3.11it/s]
596it [03:01,  3.11it/s]
597it [03:02,  3.11it/s]
598it [03:02,  3.11it/s]
599it [03:02,  3.12it/s]
600it [03:03,  3.10it/s]
601it [03:03,  3.26it/s]
602it [03:03,  3.11it/s]
603it [03:03,  3.11it/s]
604it [03:04,  3.11it/s]
605it [03:04,  3.11it/s]
606it [03:04,  3.11it/s]
607it [03:05,  3.11it/s]
608it [03:05,  3.09it/s]
609it [03:05,  3.24it/s]
610it [03:06,  3.09it/s]
611it [03:06,  3.10it/s]
612it [03:06,  3.10it/s]
613it [03:07,  3.11it/s]
614it [03:07,  3.12it/s]
615it [03:07,  3.12it/s]
616it [03:08,  3.09it/s]
617it [03:08,  3.24it/s]
618it [03:08,  3.09it/s]
619it [03:09,  3.09it/s]
620it [03:09,  3.10it/s]
621it [03:09,  3.11it/s]
622it [03:10,  3.11it/s]
623it [03:10,  3.11it/s]
624it [03:10,  3.10it/s]
625it [03:11,  3.24it/s]
626it [03:11,  3.09it/s]
627it [03:11,  3.10it/s]
628it [03:12,  3.10it/s]
629it [03:12,  3.10it/s]
630it [03:12,  3.11it/s]
631it [03:12,  3.11it/s]
632it [03:13,  3.09it/s]
633it [03:13,  3.24it/s]
634it [03:13,  3.09it/s]
635it [03:14,  3.10it/s]
636it [03:14,  3.11it/s]
637it [03:14,  3.11it/s]
638it [03:15,  3.11it/s]
639it [03:15,  3.12it/s]
640it [03:15,  3.10it/s]
641it [03:16,  3.25it/s]
642it [03:16,  3.09it/s]
643it [03:16,  3.10it/s]
644it [03:17,  3.11it/s]
645it [03:17,  3.11it/s]
646it [03:17,  3.12it/s]
647it [03:18,  3.12it/s]
648it [03:18,  3.10it/s]
649it [03:18,  3.25it/s]
650it [03:19,  3.10it/s]
651it [03:19,  3.10it/s]
652it [03:19,  3.11it/s]
653it [03:20,  3.11it/s]
654it [03:20,  3.12it/s]
655it [03:20,  3.12it/s]
656it [03:20,  3.10it/s]
657it [03:21,  3.25it/s]
658it [03:21,  3.10it/s]
659it [03:21,  3.10it/s]
660it [03:22,  3.11it/s]
661it [03:22,  3.12it/s]
662it [03:22,  3.12it/s]
663it [03:23,  3.12it/s]
664it [03:23,  3.10it/s]
665it [03:23,  3.25it/s]
666it [03:24,  3.10it/s]
667it [03:24,  3.11it/s]
668it [03:24,  3.11it/s]
669it [03:25,  3.12it/s]
670it [03:25,  3.12it/s]
671it [03:25,  3.12it/s]
672it [03:26,  3.10it/s]
673it [03:26,  3.24it/s]
674it [03:26,  3.10it/s]
675it [03:27,  3.11it/s]
676it [03:27,  3.11it/s]
677it [03:27,  3.11it/s]
678it [03:28,  3.12it/s]
679it [03:28,  3.12it/s]
680it [03:28,  3.10it/s]
681it [03:28,  3.24it/s]
682it [03:29,  3.10it/s]
683it [03:29,  3.11it/s]
684it [03:29,  3.11it/s]
685it [03:30,  3.12it/s]
686it [03:30,  3.12it/s]
687it [03:30,  3.12it/s]
688it [03:31,  3.10it/s]
689it [03:31,  3.25it/s]
690it [03:31,  3.10it/s]
691it [03:32,  3.11it/s]
692it [03:32,  3.11it/s]
693it [03:32,  3.11it/s]
694it [03:33,  3.12it/s]
695it [03:33,  3.12it/s]
696it [03:33,  3.10it/s]
697it [03:34,  3.25it/s]
698it [03:34,  3.10it/s]
699it [03:34,  3.10it/s]
700it [03:35,  2.60it/s]
701it [03:35,  2.75it/s]
702it [03:35,  2.87it/s]
703it [03:36,  2.93it/s]
704it [03:36,  2.96it/s]
705it [03:36,  3.14it/s]
706it [03:37,  3.02it/s]
707it [03:37,  3.06it/s]
708it [03:37,  3.08it/s]
709it [03:38,  3.09it/s]
710it [03:38,  3.11it/s]
711it [03:38,  3.12it/s]
712it [03:39,  3.10it/s]
713it [03:39,  3.25it/s]
714it [03:39,  3.09it/s]
715it [03:40,  3.11it/s]
716it [03:40,  3.11it/s]
717it [03:40,  3.11it/s]
718it [03:41,  3.12it/s]
719it [03:41,  3.12it/s]
720it [03:41,  3.10it/s]
721it [03:41,  3.25it/s]
722it [03:42,  3.10it/s]
723it [03:42,  3.11it/s]
